Work Order,Description,Work Type,Location,Asset,Owner,Unit,Status,Unit Description,PO,Reported Date,Scheduled Start,HI Value,Description Penyulang,Status Date,Priority,Originating Record,Site,Bulan,UP3,INSP,JENIS WO,PANJANG JTM,FASA,YEAR,COUNTUNIQUE of Work Order,Status,,,,,,,,,,
100149522,INSPEKSI TIER 1 BB18037,INST1,GD01.06302232,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,27/07/2026,,CUKUP,P_LINGKAR,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100149725,INSPEKSI TIER 1 BB18010,INST1,GD01.06302204,,32740.INSPEKSI2,ULP.32740,WFOLLOWUP,ULP BANTAENG,,27/07/2026,,BURUK,P_LEMBANG,27/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100149815,INSPEKSI TIER 1 BB18009,INST1,GD01.06302203,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,27/07/2026,,CUKUP,P_LEMBANG,27/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100149874,INSPEKSI TIER 1 BB18005,INST1,GD01.06302199,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,27/07/2026,,CUKUP,P_LEMBANG,27/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100149918,INSPEKSI TIER 1 BB18001,INST1,GD01.06302195,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,27/07/2026,,KURANG,P_LEMBANG,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100150637,INSPEKSI TIER 1 BR70147,INST1,GD01.06301535,,32750.INSPEKSI3,ULP.32750,WFOLLOWUP,ULP SELAYAR,,27/07/2026,,BURUK,P_BONTOBUKI,24/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100150916,INSPEKSI TIER 1 BR70148,INST1,GD01.06301536,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_BONTOBUKI,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100151128,INSPEKSI TIER 1 BR70149,INST1,GD01.06301537,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,,P_BONTOBUKI,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100151472,INSPEKSI TIER 1 BR70150,INST1,GD01.06301538,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,,P_BONTOBUKI,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100151649,INSPEKSI TIER 1 BR70166,INST1,GD01.06301539,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,,P_BONTOBUKI,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100151955,INSPEKSI TIER 1 BR70064,INST1,GD01.06301585,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100152136,INSPEKSI TIER 1 BR70065,INST1,GD01.06301586,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,KURANG,P_TIELINE SELAYAR 1,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100153411,INSPEKSI TIER 1 BR70066,INST1,GD01.06301587,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100153474,INSPEKSI TIER 1 BR70067,INST1,GD01.06301588,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100153689,INSPEKSI TIER 1 BR70068,INST1,GD01.06301589,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100153821,INSPEKSI TIER 1 BR70087,INST1,GD01.06301609,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,KURANG,P_TIELINE SELAYAR 1,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100154050,INSPEKSI TIER 1 BR70086,INST1,GD01.06301608,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,KURANG,P_TIELINE SELAYAR 1,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100154281,INSPEKSI TIER 1 BR70085,INST1,GD01.06301607,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100154734,INSPEKSI TIER 1 BR70084,INST1,GD01.06301606,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100155336,INSPEKSI TIER 1 BR70083,INST1,GD01.06301605,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,KURANG,P_TIELINE SELAYAR 1,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100155360,INSPEKSI TIER 1 BR70082,INST1,GD01.06301603,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100155440,INSPEKSI TIER 1 BR70081,INST1,GD01.06301602,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,,P_TIELINE SELAYAR 1,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100155468,INSPEKSI TIER 1 BR70059,INST1,GD01.06301580,,32750.INSPEKSI1,ULP.32750,WFOLLOWUP,ULP SELAYAR,,27/07/2026,,BURUK,P_TIELINE SELAYAR 1,24/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100155574,INSPEKSI TIER 1 BR70060,INST1,GD01.06301581,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100155699,INSPEKSI TIER 1 BR70052,INST1,GD01.06301575,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,KURANG,P_TIELINE SELAYAR 1,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100156320,INSPEKSI TIER 1 BX0005,INST1,GD01.06301626,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,KURANG,P_TIELINE SELAYAR 1,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100156479,INSPEKSI TIER 1 BX0006,INST1,GD01.06301627,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100156511,INSPEKSI TIER 1 BX0007,INST1,GD01.06301628,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_TIELINE SELAYAR 1,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100156541,INSPEKSI TIER 1 BR70144,INST1,GD01.06301629,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,KURANG,P_BONTOBUKI,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100156624,INSPEKSI TIER 1 BR15009,INST1,GD01.06301633,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_BONTOMATENE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100156655,INSPEKSI TIER 1 BR15010,INST1,GD01.06301635,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_BONTOMATENE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100156674,INSPEKSI TIER 1 BR15011,INST1,GD01.06301636,,32750.INSPEKSI1,ULP.32750,COMP,ULP SELAYAR,,27/07/2026,,CUKUP,P_BONTOMATENE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100157111,INSPEKSI TIER 1 BS59-210,INST1,GD01.06302787,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,,P_LITHA,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100157265,INSPEKSI TIER 1 BS59-063,INST1,GD01.06302791,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,,P_LITHA,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100158303,INSPEKSI TIER 1 BS59102,INST1,GD01.06302831,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_LITHA,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100175524,INSPEKSI TIER 1 BS59182,INST1,GD01.19602638,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_TIELINE TANGKA,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100175714,INSPEKSI TIER 1 BS59106,INST1,GD01.06302836,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_LITHA,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100175905,INSPEKSI TIER 1 BS59105,INST1,GD01.06302835,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_LITHA,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100176081,INSPEKSI TIER 1 BS59202,INST1,GD01.06302834,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_LITHA,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100176186,INSPEKSI TIER 1 BS59104,INST1,GD01.06302833,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_LITHA,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100176232,INSPEKSI TIER 1 BS59201,INST1,GD01.19602634,,32760.INSPEKSI3,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_LITHA,18/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100176405,INSPEKSI TIER 1 BS08038,INST1,GD01.06301808,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100176480,INSPEKSI TIER 1 BS08037,INST1,GD01.06301807,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100176573,INSPEKSI TIER 1 BS08036,INST1,GD01.06301806,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,BAIK,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100176645,INSPEKSI TIER 1 BS08035,INST1,GD01.06301805,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,CUKUP,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100176746,INSPEKSI TIER 1 BS08034,INST1,GD01.06301804,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,CUKUP,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100176986,INSPEKSI TIER 1 BS08033,INST1,GD01.06301803,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,CUKUP,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100177146,INSPEKSI TIER 1 BS08032,INST1,GD01.06301802,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100177214,INSPEKSI TIER 1 BS08031,INST1,GD01.06301801,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100177265,INSPEKSI TIER 1 BS08030,INST1,GD01.06301800,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,BAIK,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100177363,INSPEKSI TIER 1 BS08029,INST1,GD01.06301799,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100177737,INSPEKSI TIER 1 BS08061,INST1,GD01.06301798,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100178241,INSPEKSI TIER 1 BS08060,INST1,GD01.06301797,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100178422,INSPEKSI TIER 1 BS08027,INST1,GD01.06301795,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100178577,INSPEKSI TIER 1 BS08026,INST1,GD01.06301794,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100178866,INSPEKSI TIER 1 BS08025,INST1,GD01.06301793,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100179059,INSPEKSI TIER 1 BS08024,INST1,GD01.06301792,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100179175,INSPEKSI TIER 1 BS08023,INST1,GD01.06301791,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100179461,INSPEKSI TIER 1 BS08022,INST1,GD01.06301790,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100179573,INSPEKSI TIER 1 BS08021,INST1,GD01.06301789,,32760.INSPEKSI2,ULP.32760,COMP,ULP SINJAI,,27/07/2026,,KURANG,P_MATUMPU,07/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100179716,INSPEKSI TIER 1 BS08019,INST1,GD01.06301787,,32760.INSPEKSI2,ULP.32760,WFOLLOWUP,ULP SINJAI,,27/07/2026,,BURUK,P_MATUMPU,06/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100181472,INSPEKSI TIER 1 BT01516,INST1,GD01.06300442,,32770.INSPEKSI1,ULP.32770,WFCOMP,ULP TANETE,,27/07/2026,7/28/26 6:11 PM,KURANG,P_BINTARORE,27/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100182499,Perbaikan/Pergantian INSPEKSI TIER 1 BB18010,INST1,GD01.06302204,,32740.INSPEKSI2,ULP.32740,WAPPR,ULP BANTAENG,,27/07/2026,,,P_LEMBANG,27/07/2026,,100149725,TND,Jul,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
100183178,INSPEKSI TIER 1 BT01518,INST1,GD01.06300444,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,27/07/2026,7/28/26 6:11 PM,KURANG,P_BINTARORE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100183327,INSPEKSI TIER 1 BT01522,INST1,GD01.06300445,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,27/07/2026,7/28/26 6:10 PM,KURANG,P_BINTARORE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100186058,INSPEKSI TIER 1 BT01531,INST1,GD01.06300446,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,28/07/2026,7/28/26 6:10 PM,KURANG,P_BINTARORE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100186069,INSPEKSI TIER 1 BT01532,INST1,GD01.06300447,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,28/07/2026,7/28/26 6:09 PM,KURANG,P_BINTARORE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100186080,INSPEKSI TIER 1 BT01523,INST1,GD01.06300448,,32770.INSPEKSI1,ULP.32770,WFCOMP,ULP TANETE,,28/07/2026,7/28/26 6:09 PM,KURANG,P_BINTARORE,27/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100186178,INSPEKSI TIER 1 BT01524,INST1,GD01.06300449,,32770.INSPEKSI1,ULP.32770,WFCOMP,ULP TANETE,,28/07/2026,7/28/26 6:09 PM,KURANG,P_BINTARORE,27/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100186238,INSPEKSI TIER 1 BT01525,INST1,GD01.06300450,,32770.INSPEKSI1,ULP.32770,WFCOMP,ULP TANETE,,28/07/2026,7/28/26 6:08 PM,KURANG,P_BINTARORE,27/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100187528,INSPEKSI TIER 1 BT01526,INST1,GD01.06300451,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,28/07/2026,7/28/26 6:08 PM,KURANG,P_BINTARORE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100188127,INSPEKSI TIER 1 BT01528,INST1,GD01.06300453,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,28/07/2026,7/28/26 6:07 PM,CUKUP,P_BINTARORE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100188227,INSPEKSI TIER 1 BT01529,INST1,GD01.06300454,,32770.INSPEKSI1,ULP.32770,COMP,ULP TANETE,,28/07/2026,7/28/26 6:06 PM,KURANG,P_BINTARORE,03/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100191773,Perbaikan/Pergantian INSPEKSI TIER 1 BB18045,INST1,GD01.06302240,,32740.INSPEKSI2,ULP.32740,INPRG,ULP BANTAENG,,28/07/2026,,,P_LINGKAR,26/08/2026,,100147913,TND,Jul,UP3 BULUKUMBA,GD,TL,"0,00",,2026,,,,,,,,,,,,
100191991,INSPEKSI TIER 1 BB18050,INST1,GD01.06302245,,32740.INSPEKSI2,ULP.32740,WFOLLOWUP,ULP BANTAENG,,28/07/2026,,BURUK,P_LINGKAR,12/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100193478,INSPEKSI TIER 1 BB18051,INST1,GD01.06302246,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,28/07/2026,,KURANG,P_LINGKAR,05/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100193621,INSPEKSI TIER 1 BB18052,INST1,GD01.06302247,,32740.INSPEKSI2,ULP.32740,WFOLLOWUP,ULP BANTAENG,,28/07/2026,,BURUK,P_LINGKAR,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100194256,INSPEKSI TIER 1 BB18053,INST1,GD01.06302248,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,28/07/2026,,KURANG,P_LINGKAR,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100196293,INSPEKSI TIER 1 BB18054,INST1,GD01.06302249,,32740.INSPEKSI2,ULP.32740,WFOLLOWUP,ULP BANTAENG,,28/07/2026,,BURUK,P_LINGKAR,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100196536,INSPEKSI TIER 1 BB18055,INST1,GD01.06302250,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,28/07/2026,,KURANG,P_LINGKAR,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100196661,INSPEKSI TIER 1 BB18056,INST1,GD01.06302251,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,28/07/2026,,KURANG,P_LINGKAR,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100197487,INSPEKSI TIER 1 BB18057,INST1,GD01.06302252,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,28/07/2026,,KURANG,P_LINGKAR,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100198545,INSPEKSI TIER 1 BB18058,INST1,GD01.06302253,,32740.INSPEKSI2,ULP.32740,COMP,ULP BANTAENG,,28/07/2026,,CUKUP,P_LINGKAR,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100198706,INSPEKSI TIER 1 BB18059,INST1,GD01.06302254,,32740.INSPEKSI1,ULP.32740,COMP,ULP BANTAENG,,28/07/2026,,CUKUP,P_LINGKAR,30/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100198966,INSPEKSI TIER 1 BB18060,INST1,GD01.06302255,,32740.INSPEKSI2,ULP.32740,WFOLLOWUP,ULP BANTAENG,,28/07/2026,,BURUK,P_LINGKAR,09/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100199118,INSPEKSI TIER 1 BB18061,INST1,GD01.06302256,,32740.INSPEKSI2,ULP.32740,WFOLLOWUP,ULP BANTAENG,,28/07/2026,,BURUK,P_LINGKAR,09/08/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100208412,INSPEKSI TIER 1 BJ 12028,INST1,GD01.06300926,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,28/07/2026,,,P_ARUNGKEKE,29/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100208421,INSPEKSI TIER 1 BJ 12031,INST1,GD01.06300929,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,28/07/2026,,,P_ARUNGKEKE,29/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100208604,INSPEKSI TIER 1 BJ12034,INST1,GD01.06300932,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,28/07/2026,,KURANG,P_ARUNGKEKE,29/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100208653,INSPEKSI TIER 1 BJ12039,INST1,GD01.06300937,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,28/07/2026,,KURANG,P_ARUNGKEKE,29/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
100208684,INSPEKSI TIER 1 BJ 12047,INST1,GD01.06300945,,32730.INSPEKSI1,ULP.32730,COMP,ULP JENEPONTO,,28/07/2026,,,P_ARUNGKEKE,29/07/2026,,,TND,Jul,UP3 BULUKUMBA,GD,INSP,"0,00",,2026,,,,,,,,,,,,
